id_imovel,localidade,tipo,area_m2,quartos,banheiros,vagas_garagem,idade_anos,preco_venda
IMV-13151,Planaltina,Apartamento,135.0,,2.0,2.0,10.0,386023.0
IMV-13152,,Casa,418.0,5.0,5.0,2.0,35.0,769970.0
IMV-13153,Formosa,Casa,430.0,5.0,6.0,4.0,15.0,1373976.0
IMV-13154,Sol Nascente / Pôr do Sol,Casa,259.0,4.0,6.0,4.0,34.0,477915.0
IMV-13155,Núcleo Bandeirante,Apartamento,84.0,2.0,1.0,2.0,12.0,354283.0
IMV-13156,Asa Norte,Apartamento,102.0,1.0,1.0,2.0,8.0,959525.0
IMV-13157,Lago Norte,Casa,497.0,5.0,6.0,3.0,0.0,5120781.0
IMV-13158,Abadiânia,Casa,586.0,4.0,4.0,3.0,15.0,1172104.0
IMV-13159,Flores de Goiás,Casa,547.0,,4.0,3.0,34.0,574001.0
IMV-13160,Flores de Goiás,Casa,506.0,3.0,4.0,2.0,20.0,601154.0
IMV-13161,São João d’Aliança,Casa,430.0,3.0,4.0,4.0,26.0,686512.0
IMV-13162,Vila Boa,,312.0,3.0,4.0,2.0,3.0,486508.0
IMV-13163,Vila Propício,Casa,276.0,5.0,7.0,3.0,39.0,335683.0
IMV-13164,Cidade Ocidental,Casa,343.0,4.0,5.0,3.0,9.0,766156.0
IMV-13165,Niquelândia,Casa,529.0,3.0,4.0,4.0,29.0,609520.0
IMV-13166,Santo Antônio do Descoberto,Casa,378.0,5.0,6.0,2.0,11.0,860419.0
IMV-13167,Valparaíso de Goiás,Apartamento,121.0,3.0,2.0,2.0,37.0,287751.0
IMV-13168,Taguatinga,Casa,471.0,3.0,5.0,4.0,9.0,2313992.0
IMV-13169,Água Quente,Casa,461.0,3.0,5.0,3.0,16.0,792612.0
IMV-13170,Barro Alto,Casa,222.0,4.0,,3.0,11.0,341230.0
IMV-13171,Recanto das Emas,Apartamento,140.0,1.0,1.0,2.0,8.0,404244.0
IMV-13172,Guará,Apartamento,63.0,2.0,1.0,1.0,26.0,384813.0
IMV-13173,Alvorada do Norte,Casa,481.0,4.0,5.0,2.0,32.0,590178.0
IMV-13174,Água Fria de Goiás,Casa,196.0,4.0,5.0,3.0,7.0,330885.0
IMV-13175,Água Quente,,272.0,3.0,3.0,,3.0,529988.0
IMV-13176,Cocalzinho de Goiás,Casa,404.0,3.0,4.0,2.0,20.0,846337.0
IMV-13177,Ponte Alta,Casa,333.0,4.0,5.0,3.0,33.0,576819.0
IMV-13178,Cavalcante,Casa,330.0,4.0,6.0,3.0,15.0,561711.0
IMV-13179,,Casa,542.0,3.0,,4.0,9.0,1290408.0
IMV-13180,Taguatinga,Apartamento,41.0,1.0,1.0,1.0,19.0,159189.0
IMV-13181,Cavalcante,Casa,573.0,,4.0,2.0,18.0,
IMV-13182,Cabeceiras,Casa,590.0,3.0,3.0,3.0,33.0,805102.0
IMV-13183,Alvorada do Norte,Casa,502.0,5.0,5.0,3.0,7.0,687889.0
IMV-13184,Núcleo Bandeirante,Casa,,3.0,3.0,3.0,5.0,1286996.0
IMV-13185,Cristalina,Casa,377.0,3.0,5.0,4.0,2.0,1023986.0
IMV-13186,Sobradinho II,Casa,197.0,4.0,4.0,3.0,1.0,697771.0
IMV-13187,Águas Lindas de Goiás,Casa,120.0,4.0,6.0,4.0,21.0,269669.0
IMV-13188,Cocalzinho de Goiás,Casa,430.0,5.0,7.0,4.0,,790944.0
IMV-13189,Sobradinho,,560.0,5.0,,3.0,31.0,1816850.0
IMV-13190,Novo Gama,Casa,354.0,4.0,4.0,3.0,36.0,633277.0
IMV-13191,Planaltina,Apartamento,159.0,3.0,2.0,2.0,19.0,453571.0
IMV-13192,Cavalcante,Casa,514.0,5.0,6.0,3.0,33.0,769880.0
IMV-13193,Guará,Apartamento,121.0,2.0,1.0,1.0,7.0,781099.0
IMV-13194,São Sebastião,Casa,544.0,3.0,5.0,3.0,33.0,1371430.0
IMV-13195,Cruzeiro,Apartamento,166.0,2.0,1.0,1.0,10.0,1198926.0
IMV-13196,Águas Claras,,97.0,3.0,2.0,1.0,36.0,552263.0
IMV-13197,Simolândia,Casa,540.0,5.0,7.0,3.0,11.0,763907.0
IMV-13198,Luziânia,Casa,159.0,3.0,3.0,4.0,2.0,427386.0
IMV-13199,Barro Alto,Casa,580.0,5.0,6.0,2.0,21.0,901379.0
IMV-13200,,Casa,419.0,3.0,3.0,4.0,12.0,1030842.0
IMV-13201,Riacho Fundo,Casa,368.0,3.0,5.0,3.0,39.0,939199.0
IMV-13202,Cocalzinho de Goiás,Casa,439.0,4.0,5.0,3.0,18.0,801648.0
IMV-13203,Varjão,Casa,526.0,5.0,7.0,4.0,31.0,1391023.0
IMV-13204,,Casa,348.0,4.0,4.0,4.0,35.0,665305.0
IMV-13205,Ponte Alta,Casa,389.0,4.0,,4.0,26.0,846316.0
IMV-13206,Brazlândia,Casa,439.0,3.0,3.0,3.0,16.0,1186930.0
IMV-13207,Gama,Apartamento,140.0,1.0,1.0,1.0,33.0,351079.0
IMV-13208,Cabeceiras,Casa,471.0,3.0,3.0,4.0,0.0,820234.0
IMV-13209,Luziânia,Casa,391.0,3.0,4.0,2.0,18.0,788886.0
IMV-13210,Lago Norte,Casa,129.0,3.0,3.0,3.0,30.0,856543.0
IMV-13211,Candangolândia,Casa,299.0,5.0,6.0,3.0,25.0,1099461.0
IMV-13212,Cabeceiras,Casa,294.0,5.0,5.0,4.0,,340336.0
IMV-13213,Jardim Botânico,Casa,200.0,4.0,4.0,4.0,,1436264.0
IMV-13214,Águas Lindas de Goiás,Casa,282.0,5.0,6.0,4.0,9.0,647005.0
IMV-13215,Pirenópolis,Casa,596.0,4.0,6.0,4.0,21.0,1949749.0
IMV-13216,Cidade Ocidental,Casa,295.0,5.0,7.0,2.0,34.0,537051.0
IMV-13217,Santa Maria,Apartamento,138.0,4.0,4.0,1.0,3.0,537645.0
IMV-13218,Gama,Casa,560.0,,4.0,2.0,30.0,1748959.0
IMV-13219,,Casa,295.0,4.0,5.0,3.0,,553872.0
IMV-13220,Santa Maria,Casa,361.0,5.0,7.0,4.0,19.0,1141592.0
IMV-13221,Água Fria de Goiás,Casa,,5.0,6.0,2.0,34.0,453840.0
IMV-13222,Niquelândia,Casa,576.0,3.0,5.0,2.0,3.0,1192107.0
IMV-13223,Goianésia,,582.0,4.0,4.0,4.0,16.0,1101891.0
IMV-13224,Padre Bernardo,Casa,573.0,4.0,4.0,4.0,40.0,820118.0
IMV-13225,Vila Boa,Casa,,4.0,4.0,3.0,35.0,189435.0
IMV-13226,Sudoeste / Octogonal,Apartamento,72.0,3.0,,1.0,3.0,883056.0
IMV-13227,Niquelândia,Casa,453.0,5.0,7.0,4.0,30.0,579315.0
IMV-13228,Riacho Fundo II,Apartamento,77.0,,3.0,2.0,,204292.0
IMV-13229,Planaltina (GO),Casa,498.0,3.0,4.0,3.0,36.0,
IMV-13230,Formosa,Casa,413.0,4.0,5.0,4.0,40.0,953617.0
IMV-13231,Valparaíso de Goiás,Apartamento,165.0,4.0,3.0,1.0,12.0,480973.0
IMV-13232,Valparaíso de Goiás,Apartamento,125.0,3.0,2.0,1.0,26.0,284398.0
IMV-13233,Cavalcante,Casa,531.0,4.0,4.0,2.0,9.0,1255207.0
IMV-13234,Candangolândia,Apartamento,69.0,2.0,1.0,1.0,32.0,222727.0
IMV-13235,Cruzeiro,Apartamento,172.0,1.0,1.0,1.0,20.0,1017449.0
IMV-13236,Lago Sul,Casa,543.0,5.0,6.0,2.0,8.0,6329296.0
IMV-13237,Alvorada do Norte,Casa,385.0,3.0,4.0,2.0,14.0,637828.0
IMV-13238,Recanto das Emas,Apartamento,88.0,1.0,1.0,1.0,15.0,
IMV-13239,Riacho Fundo II,Apartamento,105.0,3.0,2.0,2.0,15.0,298532.0
IMV-13240,Cruzeiro,Apartamento,106.0,4.0,4.0,1.0,23.0,530783.0
IMV-13241,Cavalcante,Casa,584.0,3.0,5.0,4.0,40.0,1009589.0
IMV-13242,Taguatinga,Apartamento,128.0,,1.0,2.0,25.0,525114.0
IMV-13243,Riacho Fundo,Casa,352.0,5.0,7.0,2.0,16.0,1317954.0
IMV-13244,Gama,Casa,152.0,3.0,4.0,2.0,29.0,444910.0
IMV-13245,Varjão,Casa,504.0,3.0,3.0,3.0,29.0,
IMV-13246,,Casa,345.0,4.0,4.0,2.0,1.0,1993603.0
IMV-13247,Jardim Botânico,Casa,341.0,3.0,,4.0,29.0,1724652.0
IMV-13248,Itapoã,Casa,396.0,,5.0,4.0,37.0,895445.0
IMV-13249,Sudoeste / Octogonal,Apartamento,91.0,1.0,,2.0,10.0,999342.0
IMV-13250,Itapoã,Apartamento,116.0,3.0,1.0,1.0,17.0,268823.0
IMV-13251,Brazlândia,Casa,135.0,,4.0,3.0,17.0,375314.0
IMV-13252,Sobradinho II,,,5.0,5.0,2.0,28.0,1239214.0
IMV-13253,Santa Maria,Casa,265.0,5.0,6.0,3.0,11.0,927517.0
IMV-13254,Simolândia,Casa,322.0,5.0,5.0,3.0,5.0,475445.0
IMV-13255,São Sebastião,Casa,214.0,3.0,3.0,4.0,40.0,502933.0
IMV-13256,,Casa,453.0,3.0,3.0,4.0,,1557041.0
IMV-13257,Abadiânia,Casa,347.0,4.0,5.0,3.0,32.0,639982.0
IMV-13258,Sol Nascente / Pôr do Sol,Apartamento,135.0,3.0,1.0,2.0,21.0,225734.0
IMV-13259,Alvorada do Norte,Casa,209.0,5.0,5.0,4.0,27.0,293383.0
IMV-13260,Taguatinga,Apartamento,170.0,3.0,3.0,1.0,34.0,635123.0
IMV-13261,Ceilândia,Casa,531.0,4.0,5.0,3.0,11.0,1841736.0
IMV-13262,SCIA / Estrutural,Casa,388.0,5.0,7.0,3.0,0.0,968832.0
IMV-13263,Noroeste,Apartamento,98.0,4.0,2.0,1.0,8.0,1369684.0
IMV-13264,Barro Alto,Casa,588.0,3.0,5.0,3.0,,836934.0
IMV-13265,Goianésia,Casa,338.0,4.0,4.0,2.0,13.0,814615.0
IMV-13266,Cocalzinho de Goiás,Casa,147.0,5.0,6.0,4.0,13.0,341642.0
IMV-13267,Sudoeste / Octogonal,Apartamento,108.0,1.0,1.0,2.0,36.0,889651.0
IMV-13268,Alto Paraíso de Goiás,Casa,468.0,5.0,6.0,3.0,38.0,1442784.0
IMV-13269,Riacho Fundo II,Apartamento,98.0,4.0,2.0,2.0,37.0,204523.0
IMV-13270,Cruzeiro,Apartamento,61.0,2.0,2.0,,35.0,280527.0
IMV-13271,Alvorada do Norte,Casa,307.0,4.0,5.0,3.0,34.0,378321.0
IMV-13272,Pirenópolis,Casa,424.0,4.0,5.0,3.0,20.0,1551712.0
IMV-13273,Simolândia,Casa,138.0,4.0,4.0,3.0,24.0,154011.0
IMV-13274,Riacho Fundo,Apartamento,112.0,1.0,1.0,1.0,4.0,390664.0
IMV-13275,Park Way,Casa,155.0,5.0,7.0,4.0,8.0,1267234.0
IMV-13276,Cocalzinho de Goiás,Casa,372.0,5.0,5.0,3.0,9.0,798732.0
IMV-13277,26 de Setembro,Casa,358.0,4.0,4.0,2.0,25.0,641809.0
IMV-13278,São Sebastião,Casa,314.0,,3.0,3.0,2.0,1027793.0
IMV-13279,Niquelândia,Casa,336.0,3.0,4.0,2.0,19.0,443426.0
IMV-13280,Taguatinga,Apartamento,108.0,3.0,1.0,2.0,8.0,489189.0
IMV-13281,Sobradinho,Casa,311.0,4.0,5.0,4.0,21.0,1151625.0
IMV-13282,Candangolândia,Apartamento,136.0,4.0,2.0,2.0,,459697.0
IMV-13283,Noroeste,Apartamento,50.0,2.0,2.0,1.0,10.0,657884.0
IMV-13284,Taguatinga,Apartamento,87.0,1.0,1.0,2.0,37.0,330312.0
IMV-13285,Água Fria de Goiás,Casa,380.0,4.0,6.0,4.0,31.0,541703.0
IMV-13286,,Casa,551.0,3.0,5.0,,30.0,1284285.0
IMV-13287,Riacho Fundo II,Casa,337.0,4.0,5.0,2.0,,1080099.0
IMV-13288,Águas Claras,Apartamento,151.0,,1.0,1.0,37.0,
IMV-13289,Samambaia,Apartamento,128.0,1.0,1.0,2.0,35.0,380973.0
IMV-13290,Sobradinho II,Casa,287.0,5.0,,3.0,6.0,893889.0
IMV-13291,Goianésia,Casa,595.0,,5.0,3.0,31.0,1033880.0
IMV-13292,Sobradinho II,Casa,265.0,5.0,,3.0,39.0,638166.0
IMV-13293,Simolândia,Casa,416.0,4.0,,2.0,26.0,511589.0
IMV-13294,Recanto das Emas,Casa,544.0,5.0,5.0,4.0,37.0,1378469.0
IMV-13295,,Apartamento,43.0,2.0,1.0,1.0,36.0,84964.0
IMV-13296,Abadiânia,Casa,573.0,3.0,3.0,3.0,6.0,1165503.0
IMV-13297,,Apartamento,178.0,3.0,2.0,1.0,36.0,985542.0
IMV-13298,Ponte Alta,Casa,349.0,4.0,4.0,4.0,26.0,665189.0
IMV-13299,Água Fria de Goiás,Casa,,4.0,5.0,4.0,16.0,313117.0
IMV-13300,Alvorada do Norte,Casa,307.0,3.0,3.0,4.0,4.0,451956.0
IMV-13301,Luziânia,Casa,431.0,3.0,5.0,3.0,15.0,1134137.0
IMV-13302,Fercal,Casa,,3.0,5.0,2.0,14.0,380502.0
IMV-13303,Padre Bernardo,Casa,467.0,4.0,6.0,3.0,,650435.0
IMV-13304,Varjão,Casa,519.0,5.0,,2.0,21.0,1579572.0
IMV-13305,26 de Setembro,Casa,204.0,,6.0,3.0,18.0,466059.0
IMV-13306,Água Quente,Casa,247.0,3.0,,2.0,5.0,429138.0
IMV-13307,Mimoso de Goiás,Casa,255.0,3.0,5.0,,17.0,335367.0
IMV-13308,Cidade Ocidental,Casa,463.0,4.0,6.0,3.0,14.0,1148036.0
IMV-13309,Lago Sul,Casa,164.0,4.0,6.0,4.0,16.0,1576213.0
IMV-13310,Novo Gama,Casa,220.0,5.0,6.0,4.0,,443984.0
IMV-13311,Formosa,Casa,400.0,3.0,3.0,3.0,16.0,1124992.0
IMV-13312,Lago Norte,Casa,,5.0,7.0,3.0,23.0,4006465.0
IMV-13313,,Casa,169.0,3.0,5.0,2.0,32.0,173173.0
IMV-13314,Sol Nascente / Pôr do Sol,Apartamento,61.0,4.0,4.0,0.0,31.0,93582.0
IMV-13315,Taguatinga,,87.0,2.0,1.0,,29.0,335922.0
IMV-13316,Fercal,Casa,378.0,,6.0,3.0,22.0,723191.0
IMV-13317,Águas Claras,Apartamento,115.0,3.0,,1.0,11.0,817352.0
IMV-13318,Lago Norte,Casa,595.0,4.0,4.0,3.0,40.0,4614190.0
IMV-13319,SIA,Apartamento,48.0,4.0,1.0,0.0,6.0,
IMV-13320,Ceilândia,Apartamento,66.0,3.0,3.0,0.0,26.0,164243.0
IMV-13321,Gama,Apartamento,118.0,,1.0,,19.0,430290.0
IMV-13322,Gama,Apartamento,148.0,,1.0,1.0,,460134.0
IMV-13323,Cavalcante,Casa,459.0,4.0,5.0,3.0,38.0,
IMV-13324,Samambaia,,74.0,3.0,2.0,2.0,20.0,248250.0
IMV-13325,Simolândia,Casa,369.0,3.0,4.0,4.0,7.0,594626.0
IMV-13326,Asa Sul,,133.0,2.0,1.0,2.0,21.0,1342966.0
IMV-13327,Vicente Pires,Casa,125.0,4.0,4.0,3.0,19.0,451209.0
IMV-13328,Simolândia,Casa,168.0,5.0,6.0,3.0,23.0,227436.0
IMV-13329,Arapoangas,Casa,400.0,3.0,4.0,4.0,16.0,817985.0
IMV-13330,Riacho Fundo,Apartamento,43.0,4.0,3.0,0.0,30.0,127239.0
IMV-13331,Santo Antônio do Descoberto,Casa,191.0,4.0,,3.0,6.0,394577.0
IMV-13332,Águas Lindas de Goiás,Casa,499.0,4.0,6.0,2.0,25.0,857334.0
IMV-13333,Vicente Pires,Casa,208.0,4.0,6.0,3.0,,830074.0
IMV-13334,Cabeceira Grande,Casa,,4.0,4.0,2.0,19.0,438260.0
IMV-13335,Niquelândia,Casa,441.0,3.0,5.0,3.0,31.0,668810.0
IMV-13336,Cabeceira Grande,,350.0,3.0,4.0,,39.0,387316.0
IMV-13337,Lago Sul,Casa,516.0,4.0,,4.0,,6213494.0
IMV-13338,Asa Sul,,173.0,2.0,1.0,2.0,5.0,
IMV-13339,Riacho Fundo II,,170.0,1.0,1.0,,29.0,416822.0
IMV-13340,Candangolândia,Apartamento,109.0,3.0,3.0,2.0,9.0,
IMV-13341,Núcleo Bandeirante,Casa,148.0,4.0,6.0,4.0,2.0,
IMV-13342,Asa Sul,Apartamento,99.0,1.0,1.0,2.0,19.0,818750.0
IMV-13343,Gama,Apartamento,161.0,4.0,2.0,1.0,,491370.0
IMV-13344,Santa Maria,Casa,559.0,4.0,4.0,4.0,12.0,1848530.0
IMV-13345,Luziânia,Casa,341.0,4.0,,,5.0,997672.0
IMV-13346,Taguatinga,Apartamento,180.0,3.0,,1.0,27.0,667708.0
IMV-13347,Flores de Goiás,Casa,568.0,3.0,4.0,4.0,30.0,731247.0
IMV-13348,Niquelândia,Casa,228.0,4.0,5.0,4.0,3.0,418145.0
IMV-13349,Novo Gama,Casa,494.0,4.0,6.0,2.0,38.0,823730.0
IMV-13350,Alvorada do Norte,Casa,358.0,4.0,,4.0,20.0,443126.0
IMV-13351,26 de Setembro,Casa,470.0,4.0,5.0,4.0,18.0,946828.0
IMV-13352,Guará,Apartamento,151.0,4.0,1.0,1.0,10.0,1068387.0
IMV-13353,Mimoso de Goiás,Casa,447.0,5.0,5.0,2.0,28.0,425729.0
IMV-13354,Alto Paraíso de Goiás,Casa,433.0,5.0,7.0,3.0,10.0,1875422.0
IMV-13355,Niquelândia,Casa,,5.0,6.0,2.0,,507770.0
IMV-13356,Cabeceiras,Casa,184.0,3.0,5.0,2.0,23.0,239602.0
IMV-13357,Ceilândia,Casa,447.0,3.0,4.0,2.0,3.0,1522325.0
IMV-13358,Vila Propício,Casa,560.0,4.0,4.0,3.0,13.0,
IMV-13359,Abadiânia,Casa,507.0,5.0,7.0,4.0,22.0,1032600.0
IMV-13360,Planaltina (GO),Casa,227.0,5.0,5.0,2.0,25.0,
IMV-13361,São Sebastião,Casa,388.0,4.0,4.0,,6.0,1303986.0
IMV-13362,Guará,Casa,377.0,3.0,3.0,4.0,34.0,2155471.0
IMV-13363,Brazlândia,Casa,357.0,3.0,3.0,3.0,25.0,902223.0
IMV-13364,Sudoeste / Octogonal,Apartamento,94.0,3.0,2.0,2.0,32.0,794799.0
IMV-13365,Vila Boa,Casa,576.0,3.0,5.0,2.0,14.0,641075.0
IMV-13366,Planaltina,Casa,487.0,5.0,5.0,4.0,33.0,1010375.0
IMV-13367,Vila Propício,Casa,251.0,4.0,6.0,4.0,7.0,364329.0
IMV-13368,Arapoangas,Casa,441.0,3.0,3.0,2.0,36.0,747865.0
IMV-13369,Vila Propício,Casa,567.0,3.0,5.0,3.0,33.0,659756.0
IMV-13370,Asa Sul,Apartamento,44.0,4.0,,1.0,5.0,529154.0
IMV-13371,Águas Lindas de Goiás,Casa,,4.0,,3.0,5.0,1224585.0
IMV-13372,Taguatinga,Casa,316.0,5.0,7.0,2.0,22.0,1407819.0
IMV-13373,Alvorada do Norte,Casa,139.0,5.0,7.0,3.0,9.0,183141.0
IMV-13374,Ponte Alta,Casa,369.0,5.0,6.0,3.0,7.0,954695.0
IMV-13375,26 de Setembro,Casa,543.0,3.0,4.0,2.0,10.0,1186214.0
IMV-13376,Jardim Botânico,Casa,284.0,4.0,5.0,3.0,11.0,1861217.0
IMV-13377,SCIA / Estrutural,,,4.0,4.0,4.0,8.0,1377086.0
IMV-13378,Brazlândia,Casa,588.0,3.0,4.0,2.0,16.0,1521568.0
IMV-13379,Padre Bernardo,Casa,459.0,4.0,6.0,3.0,,663418.0
IMV-13380,Paranoá,Casa,570.0,3.0,,3.0,1.0,1695929.0
IMV-13381,Lago Norte,Casa,505.0,,6.0,4.0,19.0,4641202.0
IMV-13382,Alexânia,Casa,284.0,4.0,5.0,4.0,11.0,662405.0
IMV-13383,Barro Alto,Casa,152.0,4.0,4.0,2.0,8.0,270241.0
IMV-13384,,Casa,329.0,5.0,5.0,4.0,24.0,573044.0
IMV-13385,Vicente Pires,Casa,525.0,,4.0,3.0,40.0,1698844.0
IMV-13386,Sol Nascente / Pôr do Sol,Apartamento,128.0,1.0,1.0,1.0,34.0,205781.0
IMV-13387,Goianésia,Casa,147.0,3.0,4.0,4.0,37.0,299724.0
IMV-13388,Gama,Apartamento,44.0,3.0,,0.0,35.0,134368.0
IMV-13389,Flores de Goiás,Casa,263.0,3.0,,3.0,8.0,443110.0
IMV-13390,Ponte Alta,Casa,236.0,3.0,5.0,4.0,13.0,593855.0
IMV-13391,Noroeste,Apartamento,106.0,4.0,4.0,2.0,23.0,1196740.0
IMV-13392,Niquelândia,Casa,125.0,4.0,4.0,2.0,37.0,168146.0
IMV-13393,Vila Boa,Casa,408.0,4.0,6.0,3.0,27.0,393695.0
IMV-13394,São Sebastião,Casa,530.0,5.0,,3.0,40.0,1424261.0
IMV-13395,Gama,Casa,375.0,4.0,6.0,3.0,29.0,1069773.0
IMV-13396,Recanto das Emas,Casa,235.0,3.0,3.0,,,558148.0
IMV-13397,Samambaia,Apartamento,175.0,3.0,3.0,1.0,18.0,656940.0
IMV-13398,Itapoã,Apartamento,52.0,1.0,1.0,1.0,0.0,172257.0
IMV-13399,Guará,Casa,532.0,4.0,4.0,3.0,25.0,3149533.0
IMV-13400,Abadiânia,Casa,196.0,,3.0,3.0,2.0,382033.0
IMV-13401,Lago Sul,Casa,225.0,3.0,4.0,,2.0,2356143.0
IMV-13402,Sobradinho II,Casa,135.0,4.0,4.0,3.0,20.0,441645.0
IMV-13403,Guará,,58.0,2.0,,0.0,27.0,285911.0
IMV-13404,Padre Bernardo,Casa,,3.0,3.0,4.0,28.0,626458.0
IMV-13405,Cruzeiro,Apartamento,72.0,3.0,2.0,,12.0,498247.0
IMV-13406,Cabeceira Grande,Casa,163.0,5.0,7.0,,27.0,189764.0
IMV-13407,Cabeceira Grande,Casa,391.0,5.0,5.0,2.0,33.0,456478.0
IMV-13408,Vicente Pires,Casa,405.0,5.0,7.0,2.0,,1519541.0
IMV-13409,Fercal,Casa,496.0,3.0,,4.0,31.0,824460.0
IMV-13410,Simolândia,Casa,523.0,4.0,4.0,3.0,5.0,696945.0
IMV-13411,Guará,Casa,180.0,4.0,6.0,2.0,,1200509.0
IMV-13412,Ceilândia,Apartamento,55.0,1.0,1.0,0.0,10.0,188106.0
IMV-13413,Brazlândia,Casa,,3.0,4.0,4.0,15.0,1377068.0
IMV-13414,Fercal,Casa,315.0,5.0,7.0,2.0,34.0,553933.0
IMV-13415,26 de Setembro,Casa,495.0,4.0,6.0,4.0,28.0,958842.0
IMV-13416,Alexânia,Casa,322.0,3.0,5.0,3.0,19.0,775447.0
IMV-13417,Planaltina (GO),Casa,192.0,5.0,6.0,4.0,5.0,440584.0
IMV-13418,Varjão,Apartamento,176.0,1.0,1.0,2.0,6.0,638265.0
IMV-13419,Gama,Casa,165.0,3.0,3.0,2.0,23.0,474002.0
IMV-13420,Vila Propício,Casa,382.0,4.0,6.0,2.0,32.0,471783.0
IMV-13421,Sobradinho,Casa,378.0,3.0,5.0,3.0,30.0,1106471.0
IMV-13422,Sobradinho,Casa,216.0,3.0,,4.0,40.0,590029.0
IMV-13423,Água Fria de Goiás,Casa,325.0,5.0,6.0,3.0,40.0,360721.0
IMV-13424,Cristalina,Casa,342.0,5.0,7.0,2.0,21.0,947010.0
IMV-13425,Água Quente,,244.0,5.0,6.0,3.0,28.0,387606.0
IMV-13426,Jardim Botânico,Casa,162.0,3.0,5.0,2.0,29.0,737156.0
IMV-13427,SIA,Apartamento,66.0,,3.0,0.0,20.0,306985.0
IMV-13428,Ponte Alta,Casa,478.0,4.0,6.0,3.0,,1480988.0
IMV-13429,SCIA / Estrutural,Apartamento,65.0,2.0,2.0,1.0,16.0,
IMV-13430,Sudoeste / Octogonal,Apartamento,41.0,2.0,1.0,0.0,,361575.0
IMV-13431,Riacho Fundo,Casa,246.0,3.0,5.0,3.0,10.0,791108.0
IMV-13432,São Sebastião,Casa,371.0,5.0,5.0,4.0,33.0,951944.0
IMV-13433,Paranoá,Casa,525.0,4.0,5.0,,38.0,1364238.0
IMV-13434,Água Fria de Goiás,Casa,356.0,4.0,5.0,4.0,0.0,661751.0
IMV-13435,Água Fria de Goiás,Casa,377.0,3.0,5.0,3.0,25.0,495775.0
IMV-13436,Noroeste,Apartamento,111.0,3.0,1.0,2.0,23.0,1129139.0
IMV-13437,Recanto das Emas,Apartamento,81.0,3.0,2.0,1.0,2.0,282484.0
IMV-13438,Recanto das Emas,Apartamento,72.0,2.0,2.0,2.0,15.0,187956.0
IMV-13439,Padre Bernardo,Casa,421.0,4.0,4.0,,,698098.0
IMV-13440,São João d’Aliança,Casa,371.0,5.0,7.0,2.0,34.0,544741.0
IMV-13441,Park Way,Casa,363.0,3.0,5.0,2.0,1.0,2932547.0
IMV-13442,Planaltina,Apartamento,178.0,3.0,3.0,1.0,35.0,444592.0
IMV-13443,Águas Lindas de Goiás,Apartamento,123.0,3.0,3.0,1.0,2.0,354710.0
IMV-13444,Riacho Fundo,Casa,134.0,4.0,5.0,3.0,7.0,503111.0
IMV-13445,Flores de Goiás,Casa,349.0,4.0,4.0,3.0,22.0,476269.0
IMV-13446,Arapoangas,Casa,280.0,5.0,6.0,3.0,24.0,631277.0
IMV-13447,Águas Claras,Apartamento,90.0,4.0,2.0,1.0,31.0,548408.0
IMV-13448,Águas Claras,Apartamento,62.0,3.0,2.0,0.0,33.0,347647.0
IMV-13449,Águas Lindas de Goiás,Casa,277.0,4.0,6.0,,,572460.0
IMV-13450,Simolândia,Casa,,3.0,5.0,2.0,24.0,568956.0
IMV-13451,Núcleo Bandeirante,Apartamento,155.0,2.0,2.0,1.0,31.0,582593.0
IMV-13452,Cavalcante,Casa,524.0,5.0,5.0,2.0,23.0,1022432.0
IMV-13453,Luziânia,Casa,449.0,4.0,5.0,2.0,10.0,1236863.0
IMV-13454,Lago Sul,Casa,247.0,5.0,7.0,4.0,1.0,2937560.0
IMV-13455,Ceilândia,Casa,351.0,,4.0,4.0,,874516.0
IMV-13456,Flores de Goiás,Casa,525.0,5.0,7.0,3.0,22.0,750134.0
IMV-13457,Santa Maria,Casa,405.0,4.0,6.0,3.0,,1110812.0
IMV-13458,,Casa,415.0,3.0,4.0,3.0,35.0,757232.0
IMV-13459,Itapoã,Casa,271.0,4.0,4.0,4.0,32.0,528837.0
IMV-13460,Goianésia,Casa,543.0,5.0,6.0,2.0,9.0,1363437.0
IMV-13461,Formosa,Casa,138.0,4.0,5.0,3.0,35.0,282182.0
IMV-13462,Padre Bernardo,Casa,183.0,3.0,5.0,,23.0,289449.0
IMV-13463,Sobradinho,Casa,222.0,5.0,7.0,3.0,20.0,885514.0
IMV-13464,Alexânia,Casa,192.0,5.0,7.0,2.0,35.0,369426.0
IMV-13465,São Sebastião,Casa,,4.0,5.0,4.0,6.0,1790328.0
IMV-13466,Goianésia,Casa,507.0,5.0,5.0,3.0,9.0,1356783.0
IMV-13467,Santa Maria,Apartamento,57.0,3.0,3.0,0.0,6.0,166127.0
IMV-13468,Asa Sul,Apartamento,92.0,1.0,1.0,1.0,18.0,724949.0
IMV-13469,26 de Setembro,Casa,449.0,5.0,5.0,2.0,15.0,992335.0
IMV-13470,Itapoã,Apartamento,88.0,4.0,1.0,2.0,5.0,229242.0
IMV-13471,Santo Antônio do Descoberto,Casa,394.0,4.0,4.0,3.0,7.0,765814.0
IMV-13472,Taguatinga,Casa,,3.0,3.0,3.0,20.0,693186.0
IMV-13473,Lago Norte,Casa,437.0,5.0,6.0,3.0,9.0,3775998.0
